name	coverage_before_LINE	coverage_after_LINE	gene	strand_exon	strand_LINE
ENST00000424053.5	4.69173	58.72635	TPRXL	+	-
ENST00000532924.5	0.0	27.285574999999998	TPRXL	+	-
ENST00000446690.2	0.0	0.5359145	COL6A4P1	-	+
ENST00000702645.1	0.0	1.50725	ENSG00000287042	+	-
ENST00000253692.11	0.128991	71.02157142857143	TBC1D5	-	+
ENST00000696125.1	22.7171	67.88404090909091	TBC1D5	-	+
ENST00000429383.8	19.2632	69.94852857142857	TBC1D5	-	+
ENST00000446818.6	0.0	64.14938695652174	TBC1D5	-	+
ENST00000328405.7	0.0	0.7761421818181818	KCNH8	+	-
ENST00000670571.1	4.2003725	5.329549999999999	ENSG00000287069	-	+
ENST00000668274.1	8.58357	5.4471799999999995	ENSG00000287069	-	+
ENST00000634947.1	0.0	0.0954831	ENSG00000282987	-	+
ENST00000281523.8	0.0	0.5936902571428572	ZNF385D	-	+
ENST00000706134.1	0.0	0.7455809714285714	ZNF385D	-	+
ENST00000425792.5	103.14866666666667	124.98133333333334	UBE2E2	+	-
ENST00000396703.6	96.32672333333333	102.0261	UBE2E2	+	-
ENST00000356447.9	19.6288	36.6056	THRB	-	+
ENST00000646432.1	13.17475	36.41587142857143	THRB	-	+
ENST00000643772.1	13.4383375	36.424014285714286	THRB	-	+
ENST00000645139.1	17.765608666666665	36.428757142857144	THRB	-	+
ENST00000642307.1	17.811282666666667	36.42991428571428	THRB	-	+
ENST00000644321.1	14.1520725	36.4302	THRB	-	+
ENST00000416420.5	17.79858	36.23787142857143	THRB	-	+
ENST00000647336.1	1.1666666666666667	0.4176968	LINC01980	+	-
ENST00000356047.4	0.0	0.0	LINC01967	-	+
ENST00000383768.7	40.7066	4.532371111111111	ZCWPW2	+	-
ENST00000484457.6	2.82667	26.159052142857142	FBXL2	+	-
ENST00000457375.6	1.9422700000000002	1.8333412857142857	STAC	+	-
ENST00000273183.8	1.94623	1.7880166666666666	STAC	+	-
ENST00000302328.9	18.27597857142857	36.91443913043478	SCN11A	-	+
ENST00000668754.1	12.76126	36.920878260869564	SCN11A	-	+
ENST00000456224.7	37.014966666666666	37.507754545454546	SCN11A	-	+
ENST00000675892.1	37.014966666666666	37.39100454545454	SCN11A	-	+
ENST00000676176.1	37.014966666666666	37.57016818181818	SCN11A	-	+
ENST00000444237.2	34.49596666666667	34.17385	SCN11A	-	+
ENST00000655387.1	0.376344	0.0	ENSG00000287780	-	+
ENST00000657703.1	11.7473	0.46701775	EIF1B-AS1	-	+
ENST00000655651.1	4.578063	0.6071743000000001	EIF1B-AS1	-	+
ENST00000539167.2	0.0	0.6729898333333334	MYRIP	+	-
ENST00000701308.1	4.5622685	0.813307	EIF1B-AS1	-	+
ENST00000657144.1	4.544204000000001	0.466393	EIF1B-AS1	-	+
ENST00000665970.1	0.0	0.0	ENSG00000231873	+	-
ENST00000292246.8	96.4356125	133.41748	ANO10	-	+
ENST00000350459.8	95.64501428571428	145.4806	ANO10	-	+
ENST00000396091.7	95.83982857142857	145.924	ANO10	-	+
ENST00000414522.6	96.4356125	115.7467158	ANO10	-	+
ENST00000451430.6	91.76818333333333	146.0392	ANO10	-	+
ENST00000460241.2	2.36723	1.789742	ENSG00000206549	-	+
ENST00000641183.1	1.9233850000000001	2.12867125	ENSG00000284672	-	+
ENST00000338458.8	15.757133333333334	71.06168	ARHGEF3	-	+
ENST00000351747.6	0.10935636	0.47560800000000003	DNAH12	-	+
ENST00000495027.6	0.11656116923076923	0.47607244444444446	DNAH12	-	+
ENST00000295966.11	1.7904522285714286	2.0399045	CFAP20DC	-	+
ENST00000482387.7	1.7327780666666668	2.0410025000000003	CFAP20DC	-	+
ENST00000668131.1	0.0	0.16147066666666668	CFAP20DC-DT	+	-
ENST00000475886.5	0.0	0.0	LINC00698	+	-
ENST00000468072.1	0.0	0.0	LINC00698	+	-
ENST00000478300.6	2.0953749999999998	1.39250675	SYNPR	+	-
ENST00000450542.6	2.13341	1.3879533333333334	SYNPR	+	-
ENST00000638394.2	13.262032857142858	26.4962	PRICKLE2	-	+
ENST00000564377.6	12.647828857142857	33.6439	PRICKLE2	-	+
ENST00000295902.11	11.7449805	33.6493	PRICKLE2	-	+
ENST00000676754.1	30.509809	50.51578	SLC25A26	+	-
ENST00000686511.1	35.75967	44.2561	SLC25A26	+	-
ENST00000693385.1	28.21375	44.75568	SLC25A26	+	-
ENST00000354883.11	38.1128	44.72686	SLC25A26	+	-
ENST00000688696.1	35.797266666666665	44.2561	SLC25A26	+	-
ENST00000336733.10	37.89905	50.58854	SLC25A26	+	-
ENST00000413054.5	45.8654	42.7810805	SLC25A26	+	-
ENST00000493112.5	39.501633	4.27419	SUCLG2	-	+
ENST00000307227.10	39.426113	158.43	SUCLG2	-	+
ENST00000659329.1	5.135858	0.0607702	SUCLG2-DT	+	-
ENST00000482677.5	5.50104	0.589189025	SUCLG2-DT	+	-
ENST00000650236.1	4.767962857142857	1.11521	SUCLG2-DT	+	-
ENST00000295569.12	0.0	0.09695233333333332	TAFA4	-	+
ENST00000641053.1	0.0	0.0	SAMMSON	+	-
ENST00000470263.5	1.6442706666666667	0.3502516666666667	LINC02008	+	-
ENST00000666519.1	1.6916096666666667	1.81721	LINC02008	+	-
ENST00000484892.5	0.0	0.044848454545454546	LINC00971	-	+
ENST00000648853.1	0.0	180.07282414285714	PROS1	-	+
ENST00000462219.6	0.03554266666666667	0.21355933333333332	LINC00879	+	-
ENST00000660677.1	0.0	0.319728	LINC00879	+	-
ENST00000470465.1	0.0	0.23354133333333335	LINC00879	+	-
ENST00000389622.7	35.2092286875	109.48465	CRYBG3	+	-
ENST00000692007.1	0.921875	0.835073	ENSG00000289509	-	+
ENST00000326840.11	22.88365	39.73075714285714	DCBLD2	-	+
ENST00000326857.9	23.2548	38.19195	DCBLD2	-	+
ENST00000474798.2	0.2190799	0.0	LINC00973	+	-
ENST00000261037.7	2.72397	4.475913333333334	COL8A1	+	-
ENST00000652472.1	7.59722	4.4783566666666665	COL8A1	+	-
ENST00000273342.8	7.61429	4.250243333333334	COL8A1	+	-
ENST00000394095.7	18.896635	62.068979999999996	SENP7	-	+
ENST00000394091.5	20.98548333333333	66.5924	SENP7	-	+
ENST00000394094.6	18.7759975	64.07087368421053	SENP7	-	+
ENST00000314261.11	19.3205775	64.55853684210527	SENP7	-	+
ENST00000348610.3	21.20245	64.85538	SENP7	-	+
ENST00000491959.5	0.0	0.4518122857142857	ZPLD1	+	-
ENST00000700973.1	31.321299999999997	12.2514	CCDC54-AS1	-	+
ENST00000658011.1	27.970029999999998	1.92703	CCDC54-AS1	-	+
ENST00000593837.1	31.6667	4.38691	CCDC54-AS1	-	+
ENST00000415149.6	34.75369666666667	62.50530714285714	BBX	+	-
ENST00000402543.5	27.138665	56.32175384615385	BBX	+	-
ENST00000325805.13	35.2584	62.35371333333333	BBX	+	-
ENST00000416476.6	37.75873333333333	57.89113571428572	BBX	+	-
ENST00000406780.5	6.81425	57.846985714285715	BBX	+	-
ENST00000663929.1	6.6285	2.4785416666666666	LINC01205	+	-
ENST00000658412.1	6.8503	1.956905	LINC01205	+	-
ENST00000659474.1	7.039616666666666	1.1938226666666667	LINC01205	+	-
ENST00000485473.2	4.598085	2.81011	NECTIN3-AS1	-	+
ENST00000438817.6	1.5674625	2.521313	CD96	+	-
ENST00000283285.10	1.746715	2.0033516153846156	CD96	+	-
ENST00000352690.9	1.746715	2.09731925	CD96	+	-
ENST00000393934.7	5.483543333333333	0.915605	PLCXD2	+	-
ENST00000477665.2	4.923705	0.915605	PLCXD2	+	-
ENST00000393923.7	1.34615	265.6266288235294	PHLDB2	+	-
ENST00000393845.9	5.388742857142857	19.183216428571427	CFAP44	-	+
ENST00000295872.8	21.884137777777777	32.94269875	SPICE1	-	+
ENST00000675478.1	0.0	1.1199468666666665	ZBTB20	-	+
ENST00000357258.8	0.0	1.34397424	ZBTB20	-	+
ENST00000704358.1	0.0	0.2789416	ZBTB20	-	+
ENST00000462705.5	0.024390285714285715	0.39051824	ZBTB20	-	+
ENST00000481632.5	0.0	0.39051824	ZBTB20	-	+
ENST00000471418.5	0.0	0.39051824	ZBTB20	-	+
ENST00000474710.6	0.0	0.2440739	ZBTB20	-	+
ENST00000464560.5	0.0	0.39051824	ZBTB20	-	+
ENST00000676079.1	0.0	0.3254318666666667	ZBTB20	-	+
ENST00000704360.1	0.0	0.4814556	ZBTB20	-	+
ENST00000667087.1	0.20911	0.0	ENSG00000242880	+	-
ENST00000393775.7	4.80614	8.336093333333332	IGSF11	-	+
ENST00000425327.6	3.320622	8.336093333333332	IGSF11	-	+
ENST00000489689.5	4.8751125	8.831313333333334	IGSF11	-	+
ENST00000354673.6	4.1507775	8.419456666666667	IGSF11	-	+
ENST00000441144.6	2.767185	9.037183333333333	IGSF11	-	+
ENST00000491903.1	5.04525	8.237023333333333	IGSF11	-	+
ENST00000264235.13	114.06965	123.77604444444444	GSK3B	-	+
ENST00000316626.6	131.1565	112.29034	GSK3B	-	+
ENST00000678439.1	123.135	112.331982	GSK3B	-	+
ENST00000650344.2	123.38300000000001	118.47355	GSK3B	-	+
ENST00000678483.1	0.0	0.0	ENSG00000288662	-	+
ENST00000464295.6	0.0	1.640634	GPR156	-	+
ENST00000273666.10	0.47278773913043476	0.4677064	STXBP5L	+	-
ENST00000471454.6	0.4463330909090909	0.4677064	STXBP5L	+	-
ENST00000472879.5	0.4463330909090909	0.0	STXBP5L	+	-
ENST00000492541.5	0.47278773913043476	0.0	STXBP5L	+	-
ENST00000497029.5	0.47278773913043476	0.0	STXBP5L	+	-
ENST00000707001.1	0.47278773913043476	0.43983720000000004	STXBP5L	+	-
ENST00000264233.6	10.416059692307693	31.61175	POLQ	-	+
ENST00000701061.1	3.1164533333333333	5.0088825	ENSG00000291096	-	+
ENST00000670900.1	2.15211865	0.0	LINC02021	+	-
ENST00000358511.11	4.05405	15.549629444444445	COL6A6	+	-
ENST00000502521.1	5.346575	0.199099	NUDT16-DT	-	+
ENST00000617767.5	0.11316528571428572	0.4242481111111111	CPNE4	-	+
ENST00000429747.6	0.0	0.424313	CPNE4	-	+
ENST00000512332.5	0.14758125	0.4714095555555555	CPNE4	-	+
ENST00000511604.5	0.118065	0.4823733333333333	CPNE4	-	+
ENST00000502818.5	0.14758125	0.5017125555555556	CPNE4	-	+
ENST00000504440.1	1.9966	0.266813	NPHP3-AS1	+	-
ENST00000460564.5	5.37536	3.48527	ENSG00000291042	+	-
ENST00000683452.1	102.60125454545454	0.0	ENSG00000288700	+	-
ENST00000236698.9	62.56116923076923	99.80774	STAG1	-	+
ENST00000383202.7	62.56116923076923	101.88918095238095	STAG1	-	+
ENST00000434713.6	62.36516923076923	103.549245	STAG1	-	+
ENST00000629124.2	58.31159857142857	102.46860952380952	STAG1	-	+
ENST00000264982.8	22.856966666666665	21.73446	CEP70	-	+
ENST00000489254.5	19.920675	21.67891	CEP70	-	+
ENST00000484888.5	21.715906666666665	21.67746916666667	CEP70	-	+
ENST00000474781.5	22.53901	21.718153333333333	CEP70	-	+
ENST00000481834.5	22.92667833333333	21.908843	CEP70	-	+
ENST00000464035.5	25.28766	9.93256	CEP70	-	+
ENST00000495075.5	0.0	199.692375	MRPS22	+	-
ENST00000296202.12	5.051433333333334	7.15584	NMNAT3	-	+
ENST00000643695.2	5.051433333333334	11.147805	NMNAT3	-	+
ENST00000704800.1	3.788575	7.15584	NMNAT3	-	+
ENST00000339837.9	5.66137	7.15584	NMNAT3	-	+
ENST00000413939.6	5.102453333333333	9.31697	NMNAT3	-	+
ENST00000642987.1	5.091905000000001	12.621806666666666	NMNAT3	-	+
ENST00000646611.1	3.58333	11.1865925	NMNAT3	-	+
ENST00000645290.1	4.777773333333333	5.414905	NMNAT3	-	+
ENST00000511444.5	6.036685	7.007405	NMNAT3	-	+
ENST00000512391.5	4.8427766666666665	7.301775000000001	NMNAT3	-	+
ENST00000645507.1	5.60083	3.13567475	NMNAT3	-	+
ENST00000647257.1	4.777773333333333	3.1362855	NMNAT3	-	+
ENST00000648979.1	0.0	0.0	ENSG00000285557	-	+
ENST00000309170.8	1.06226	18.992600000000003	P2RY14	-	+
ENST00000493214.2	0.2001786	4.30834	LINC02006	-	+
ENST00000389740.3	0.0	0.778979	GPR149	-	+
ENST00000492661.5	381.1656625	591.1317333333334	MME	+	-
ENST00000494598.5	0.5979404285714286	0.890995	PLCH1	-	+
ENST00000651325.1	10.722255	5.338123333333334	SLC66A1L	+	-
ENST00000461040.5	12.45667	0.0	SLC66A1L	+	-
ENST00000651329.1	12.54776	4.583407	SLC66A1L	+	-
ENST00000651134.1	0.0	0.0	ENSG00000242536	-	+
ENST00000397832.7	0.0	0.0	IQCJ	+	-
ENST00000451172.5	0.0	0.0	IQCJ	+	-
ENST00000482126.1	0.0	0.0	IQCJ	+	-
ENST00000497452.5	0.0	0.0	IL12A-AS1	-	+
ENST00000326448.12	39.54912	56.40662916666667	IFT80	-	+
ENST00000483465.5	44.0588	56.42415416666667	IFT80	-	+
ENST00000496589.5	35.930885555555555	57.819970833333336	IFT80	-	+
ENST00000490357.1	0.0	0.0	ENSG00000241168	+	-
ENST00000660789.1	0.0	0.0	LINC01192	-	+
ENST00000658280.1	0.0	0.1893945	LINC01192	-	+
ENST00000670655.1	0.0	0.0	LINC01192	-	+
ENST00000666234.1	0.0	0.1893945	LINC01192	-	+
ENST00000657261.1	0.0	0.17893285714285714	LINC01192	-	+
ENST00000667319.1	0.0	0.14975383333333334	LINC01192	-	+
ENST00000489012.5	0.0	0.0	LINC01192	-	+
ENST00000675490.1	0.080435	0.0	ZBBX	-	+
ENST00000392766.6	0.08466842105263157	0.0	ZBBX	-	+
ENST00000307529.9	0.09462941176470588	0.0	ZBBX	-	+
ENST00000392767.6	0.09462941176470588	0.0	ZBBX	-	+
ENST00000455345.7	0.080435	0.0	ZBBX	-	+
ENST00000392764.5	0.08466842105263157	0.0	ZBBX	-	+
ENST00000308378.7	0.18029783333333332	0.0	WDR49	-	+
ENST00000647816.2	0.16081725	0.0	WDR49	-	+
ENST00000682715.1	0.16081725	0.0	WDR49	-	+
ENST00000479765.5	0.19888255555555556	0.0	WDR49	-	+
ENST00000506760.2	4.516283333333333	2.5761925	ENSG00000293389	+	-
ENST00000486975.1	43.8652	0.0426065	ENSG00000285218	+	-
ENST00000480067.1	0.0	0.06151025	SLC7A14-AS1	+	-
ENST00000351298.9	46.16160869565218	65.870875	PLD1	-	+
ENST00000356327.9	48.16905	65.87565000000001	PLD1	-	+
ENST00000447709.1	0.0	0.0	ENSG00000237473	+	-
ENST00000652470.1	0.0	0.003271025	LINC01208	-	+
ENST00000656037.1	14.277985	26.2184	LINC00578	+	-
ENST00000661450.1	9.1776768	9.717955	LINC00578	+	-
ENST00000651726.1	0.0	0.0	ENSG00000286003	-	+
ENST00000437488.5	10.604405999999999	0.7042603333333334	KCNMB2-AS1	-	+
ENST00000652290.1	11.260696571428571	0.9556786666666667	ZMAT3	-	+
ENST00000169298.8	30.88596	50.98693333333333	ST6GAL1	+	-
ENST00000457772.6	29.776899999999998	50.98693333333333	ST6GAL1	+	-
ENST00000677292.1	23.426792857142857	51.06536666666667	ST6GAL1	+	-
ENST00000448044.5	26.147125	50.98693333333333	ST6GAL1	+	-
ENST00000433055.1	0.0	78.0315	RPL39L	-	+
ENST00000448637.5	8.607683333333334	4.35311175	LPP	+	-
ENST00000433971.5	4.145161111111111	9.153405	TPRG1	+	-
ENST00000345063.8	5.4156699999999995	6.07316	TPRG1	+	-
ENST00000342695.9	1.8595716	2.633238	ATP13A4	-	+
ENST00000392443.7	1.8530328	3.15561	ATP13A4	-	+
ENST00000310380.11	83.4339	132.588	XXYLT1	-	+
ENST00000437101.5	34.0889325	130.354	XXYLT1	-	+
ENST00000429994.5	73.31488999999999	98.4106	XXYLT1	-	+
ENST00000620618.4	5.1101	4.710085	BHLHE40-AS1	-	+
ENST00000441386.3	36.4005	4.505855	BHLHE40-AS1	-	+
ENST00000668962.1	32.193795	4.8923000000000005	BHLHE40-AS1	-	+
ENST00000665476.1	0.0	0.474747	LINC00620	+	-
ENST00000306024.4	210.75873333333334	59.1668	LSM3	+	-
ENST00000693687.2	0.942731	2.84705	ENSG00000229271	-	+
ENST00000412369.1	0.779006	0.2603095	ZNF385D-AS1	+	-
ENST00000670767.1	0.94342825	0.54918	LINC01980	+	-
ENST00000663111.1	0.950944	0.19170233333333334	LINC01980	+	-
ENST00000668561.1	0.7924533333333333	0.18306	LINC01980	+	-
ENST00000662797.1	5.3026725	1.3569295000000001	APRG1	+	-
ENST00000631175.3	4.451596	1.1469463333333334	EIF1B-AS1	-	+
ENST00000661550.1	4.544258500000001	1.21403	EIF1B-AS1	-	+
ENST00000357422.2	23.7115	14.086666666666666	CCR3	+	-
ENST00000423656.5	40.764579999999995	82.932035	DCAF1	-	+
ENST00000504652.5	40.65232	82.932035	DCAF1	-	+
ENST00000684031.1	35.208533333333335	80.63794736842105	DCAF1	-	+
ENST00000394672.8	41.42294166666667	91.8097	CCDC66	+	-
ENST00000326595.11	41.50071916666667	95.2822	CCDC66	+	-
ENST00000295962.8	22.61125142857143	33.64475	ABHD6	+	-
ENST00000478253.6	21.06196	33.64475	ABHD6	+	-
ENST00000630120.2	3.933	1.223638	LINC00506	+	-
ENST00000656042.1	4.25	0.645263	LINC00506	+	-
ENST00000628435.1	4.44118	1.166665	LINC00506	+	-
ENST00000394236.9	46.9152	179.33339557142858	PROS1	-	+
ENST00000650591.1	40.2644	168.44185253333333	PROS1	-	+
ENST00000348974.5	64.3975	181.4017692	PROS1	-	+
ENST00000647936.1	48.6528	172.83119523076923	PROS1	-	+
ENST00000407433.6	46.7067	180.54110985714286	PROS1	-	+
ENST00000668075.1	0.0	0.0	ENSG00000291293	-	+
ENST00000497896.1	0.401914	0.0	ENSG00000239311	-	+
ENST00000398214.5	0.0	0.1981192	CD200R1L	-	+
ENST00000488794.6	0.0	0.16509933333333335	CD200R1L	-	+
ENST00000494869.2	0.8180733333333333	268.22697	ENSG00000293512	+	-
ENST00000310864.11	56.78831666666667	98.99610555555556	IQCB1	-	+
ENST00000349820.10	57.42065	131.10228333333333	IQCB1	-	+
ENST00000273668.7	17.298575	14.720604999999999	EAF2	+	-
ENST00000451944.2	17.766325	12.3577	EAF2	+	-
ENST00000684049.1	101.58726	0.0711939	ENSG00000288700	+	-
ENST00000310546.3	3.37775	10.847	SPSB4	+	-
ENST00000424796.6	14.9522	19.75275	P2RY14	-	+
ENST00000460393.6	380.1323375	581.82	MME	+	-
ENST00000615825.2	379.0053	545.722046875	MME	+	-
ENST00000675418.2	381.0752375	582.0600666666667	MME	+	-
ENST00000462745.5	378.9031125	585.2994	MME	+	-
ENST00000493237.5	378.23225	595.2747333333333	MME	+	-
ENST00000360490.7	388.2115375	581.82	MME	+	-
ENST00000491026.6	376.95466625	599.2456666666667	MME	+	-
ENST00000473730.6	376.72663	599.2456666666667	MME	+	-
ENST00000680057.1	376.7028925	581.82	MME	+	-
ENST00000680282.1	377.18925	581.82	MME	+	-
ENST00000665154.1	0.0	0.0	LINC01487	+	-
ENST00000655584.1	0.0	0.0	LINC01192	-	+
ENST00000662016.1	0.0	0.0	LINC01192	-	+
ENST00000654755.1	0.0	0.0	LINC01192	-	+
ENST00000392750.7	110.59288	283.24635	PDCD10	-	+
ENST00000473645.6	139.29153333333332	298.90883333333335	PDCD10	-	+
ENST00000497056.6	173.053	299.0278333333333	PDCD10	-	+
ENST00000492396.5	72.4103	309.98633333333333	PDCD10	-	+
ENST00000461494.5	147.02248999999998	309.576	PDCD10	-	+
ENST00000470131.5	126.14516666666665	308.5973333333333	PDCD10	-	+
ENST00000487947.6	147.516	311.0528	PDCD10	-	+
ENST00000471885.5	139.86436666666665	314.6922	PDCD10	-	+
ENST00000659038.1	0.7343824999999999	0.0	ENSG00000223930	-	+
ENST00000418585.2	0.4387635	0.0896958	ENSG00000223930	-	+
ENST00000411727.1	0.350785	0.0455259	ENSG00000223930	-	+
ENST00000653109.1	0.0	0.153729	ENSG00000287178	-	+
ENST00000414895.1	0.0	0.0	ENSG00000232130	-	+
ENST00000400270.6	0.0	2.9109599999999998	ATP13A4	-	+
ENST00000356740.5	0.0	98.0754	XXYLT1	-	+
ENST00000670570.1	0.989441	4.1128175	ENSG00000251199	-	+
ENST00000654404.1	0.9651115	2.8389005	ENSG00000251199	-	+
ENST00000665766.1	0.987896	4.26266925	ENSG00000251199	-	+
ENST00000663875.1	1.004225	3.554866666666667	ENSG00000251199	-	+
ENST00000515064.5	90.6491	123.044	LDB2	-	+
ENST00000441778.6	89.771	105.44435	LDB2	-	+
ENST00000304523.10	87.80912	122.317	LDB2	-	+
ENST00000502640.5	88.25912	118.21033333333334	LDB2	-	+
ENST00000513489.5	0.0	0.0	LINC02994	-	+
ENST00000399132.6	0.27176449999999996	0.2598678125	COL25A1	-	+
ENST00000642955.1	0.2527428	0.3047417647058824	COL25A1	-	+
ENST00000399127.5	0.2481252	0.23896107142857143	COL25A1	-	+
ENST00000399126.1	0.274107	0.23072103448275863	COL25A1	-	+
ENST00000422145.7	0.0	0.0	LINC01378	+	-
ENST00000513000.5	7.799986961538462	7.21595	INPP4B	-	+
ENST00000262992.9	8.11198644	7.21595	INPP4B	-	+
ENST00000509777.5	8.11198644	0.517804	INPP4B	-	+
ENST00000651943.2	37.90392857142857	91.517	LRBA	-	+
ENST00000357115.9	37.300452105263155	91.517	LRBA	-	+
ENST00000510413.5	37.91236357142857	97.9244	LRBA	-	+
ENST00000651695.2	37.91837535714286	104.26	LRBA	-	+
ENST00000680956.1	56.19277862068966	110.69913421052631	HTT	+	-
ENST00000681528.1	56.19277862068966	108.38225128205129	HTT	+	-
ENST00000355072.11	56.49036206896552	110.69705526315789	HTT	+	-
ENST00000507866.6	0.0	1.16461116	SORCS2	+	-
ENST00000505089.6	0.7025	0.394146	LINC00504	-	+
ENST00000652661.1	0.1407285	0.43229814285714285	ENSG00000286046	+	-
ENST00000655810.1	12.9435	6.095625	ENSG00000248515	+	-
ENST00000382152.7	4.048022	8.011037499999999	KCNIP4	-	+
ENST00000382148.7	5.4631975	8.0191625	KCNIP4	-	+
ENST00000447367.6	5.0600275	7.607835	KCNIP4	-	+
ENST00000382150.8	5.17687525	7.605619999999999	KCNIP4	-	+
ENST00000509207.1	6.539505	7.7905875	KCNIP4	-	+
ENST00000382149.9	5.0600275	7.5933275	KCNIP4	-	+
ENST00000295454.8	3.5387399999999998	0.43769006000000005	GABRB1	+	-
ENST00000660768.1	0.0	0.0	ENSG00000287999	-	+
ENST00000507166.5	149.84670833333334	215.19966666666667	ENSG00000282278	+	-
ENST00000306888.6	73.8624375	123.18185	LNX1	-	+
ENST00000263925.8	80.64901111111111	123.18185	LNX1	-	+
ENST00000683033.1	8.204217647058824	10.97218	ADGRL3	+	-
ENST00000512091.6	8.50071875	10.97218	ADGRL3	+	-
ENST00000514591.5	8.220214375	13.728377777777778	ADGRL3	+	-
ENST00000506700.5	9.091910714285714	14.002222222222223	ADGRL3	+	-
ENST00000509896.5	8.849686	12.602	ADGRL3	+	-
ENST00000511324.5	8.849686	14.002222222222223	ADGRL3	+	-
ENST00000507164.5	8.919237333333333	12.61857	ADGRL3	+	-
ENST00000508693.5	8.919237333333333	11.471427272727272	ADGRL3	+	-
ENST00000507625.5	8.948202	15.8263125	ADGRL3	+	-
ENST00000504896.5	9.207872857142856	11.507527272727273	ADGRL3	+	-
ENST00000514157.5	9.207872857142856	12.65828	ADGRL3	+	-
ENST00000506720.5	8.934636	12.609	ADGRL3	+	-
ENST00000506746.5	8.934636	14.01	ADGRL3	+	-
ENST00000508946.5	9.18292857142857	12.609	ADGRL3	+	-
ENST00000514996.5	9.18292857142857	14.01	ADGRL3	+	-
ENST00000508572.1	1.34267	0.5128699999999999	ENSG00000249413	+	-
ENST00000649996.1	0.0	2.16952116	SLC4A4	+	-
ENST00000698522.1	0.0	2.2929732916666667	SLC4A4	+	-
ENST00000286758.4	0.0	2.5689824999999997	CXCL13	+	-
ENST00000358105.8	0.0	0.0	CFAP299	+	-
ENST00000508675.1	0.0	0.0	CFAP299	+	-
ENST00000638048.1	0.6061843333333333	73.88208571428572	RASGEF1B	-	+
ENST00000514050.6	0.6061843333333333	0.0	RASGEF1B	-	+
ENST00000395184.6	49.54776666666667	66.75878571428572	ARHGAP24	+	-
ENST00000395183.6	7.2069	74.54754285714286	ARHGAP24	+	-
ENST00000509176.6	6.942202	0.808625	CCSER1	+	-
ENST00000282020.9	0.0	0.0405297	GRID2	+	-
ENST00000510992.5	0.0	0.0	GRID2	+	-
ENST00000611049.4	0.0	0.04074225	GRID2	+	-
ENST00000453304.6	12.0166	11.703594	UNC5C	-	+
ENST00000506749.5	7.10127	10.156328	UNC5C	-	+
ENST00000504962.1	7.19231	10.2318996	UNC5C	-	+
ENST00000522173.1	7.8805966666666665	2.54908	LINC02267	+	-
ENST00000518105.1	0.73199	0.7045466666666668	ENSG00000254044	-	+
ENST00000504592.5	0.6488202	5.672153125	BANK1	+	-
ENST00000515127.1	0.19047625	1.5	ENSG00000248242	-	+
ENST00000285311.8	45.8328	80.75906666666667	DKK2	-	+
ENST00000513208.5	0.0	83.33363333333332	DKK2	-	+
ENST00000510463.1	0.0	82.97623333333333	DKK2	-	+
ENST00000302274.8	18.09225	20.02075	ELOVL6	-	+
ENST00000394607.7	18.119573333333335	20.02075	ELOVL6	-	+
ENST00000681682.1	0.74912	0.48	ENSG00000288692	+	-
ENST00000701116.1	0.0	0.0	ENSG00000288781	-	+
ENST00000394439.5	22.040066666666668	32.732422222222226	PDE5A	-	+
ENST00000354960.8	23.226866666666666	32.73605555555556	PDE5A	-	+
ENST00000264805.9	19.49143	32.589038888888886	PDE5A	-	+
ENST00000664622.1	3.03302	11.6727645	LINC01091	+	-
ENST00000281142.10	32.22602222222222	42.51113333333333	SCLT1	-	+
ENST00000439369.6	23.06512	44.9603	SCLT1	-	+
ENST00000503215.5	25.009555555555554	44.9603	SCLT1	-	+
ENST00000652009.1	3.5625	1.3533137142857143	ENSG00000251598	-	+
ENST00000500324.2	0.0	0.0	ENSG00000251567	-	+
ENST00000650526.1	0.6134753333333334	3.9884583333333334	ENSG00000285783	-	+
ENST00000649263.1	28.832752000000003	1.3857525000000002	ENSG00000285713	-	+
ENST00000325106.9	0.5260375454545454	0.0	TTC29	-	+
ENST00000513335.5	0.48220108333333334	0.0	TTC29	-	+
ENST00000504425.5	0.5260375454545454	0.0	TTC29	-	+
ENST00000661928.1	1.7809525	0.244327	ENSG00000287292	+	-
ENST00000660197.1	0.0	0.0	ENSG00000280241	+	-
ENST00000460056.6	0.0	0.49038847058823526	RXFP1	+	-
ENST00000306100.10	0.2002632	0.237275	FSTL5	-	+
ENST00000379164.8	0.2002632	0.237461	FSTL5	-	+
ENST00000427802.2	0.21456771428571428	0.0	FSTL5	-	+
ENST00000274056.11	0.0	27.376825	MARCHF1	-	+
ENST00000514618.6	0.0	22.5557472	MARCHF1	-	+
ENST00000503008.5	0.0	27.997675	MARCHF1	-	+
ENST00000506823.6	0.0	0.00896806	GALNTL6	+	-
ENST00000508122.5	0.0	0.0863906	GALNTL6	+	-
ENST00000658752.1	0.0	0.24031	ENSG00000286494	-	+
ENST00000656694.1	0.0	0.0	ENSG00000287544	-	+
ENST00000662794.1	0.0	0.0	ENSG00000287544	-	+
ENST00000511685.6	107.568225	220.49825	TENM3	+	-
ENST00000344408.10	10.629620625	12.681475	EVC2	-	+
ENST00000310917.6	10.648344625	12.681475	EVC2	-	+
ENST00000264956.11	24.55677	26.15933	EVC	+	-
ENST00000659603.1	2.15077	6.343115	ENSG00000288075	-	+
ENST00000288723.9	71.98415	74.53875	RAB28	-	+
